19:53:25: Executing task 'Main.main()'...

> Task :compileJava
> Task :processResources NO-SOURCE
> Task :classes

> Task :Main.main()

№    size            threshold       cycle        fork/join    is better?  %
445  500 000 000     2 500           0,1671601    0,1005918    true        -39,8 %
446  500 000 000     5 000           0,1666999    0,0998026    true        -40,1 %
447  500 000 000     7 500           0,1668630    0,0985565    true        -40,9 %
448  500 000 000     10 000          0,1659394    0,0973712    true        -41,3 %
449  500 000 000     25 000          0,1700602    0,0960193    true        -43,5 %
450  500 000 000     50 000          0,1639420    0,0973062    true        -40,6 %
451  500 000 000     75 000          0,1768808    0,0965923    true        -45,4 %
452  500 000 000     100 000         0,1663467    0,0947641    true        -43,0 %
453  500 000 000     250 000         0,1666809    0,0958494    true        -42,5 %
454  500 000 000     500 000         0,1672158    0,0962124    true        -42,5 %
455  500 000 000     750 000         0,1676111    0,0955540    true        -43,0 %
456  500 000 000     1 000 000       0,1678294    0,0955139    true        -43,1 %
457  500 000 000     2 500 000       0,1705302    0,0955269    true        -44,0 %
458  500 000 000     5 000 000       0,1672427    0,0967336    true        -42,2 %
459  500 000 000     7 500 000       0,1677615    0,0953274    true        -43,2 %
460  500 000 000     10 000 000      0,1689979    0,0981603    true        -41,9 %
461  500 000 000     25 000 000      0,1643597    0,0962187    true        -41,5 %
462  500 000 000     50 000 000      0,1664905    0,0968075    true        -41,9 %
463  500 000 000     75 000 000      0,1894404    0,1016108    true        -46,4 %
464  500 000 000     100 000 000     0,1667709    0,1011875    true        -39,3 %
465  500 000 000     250 000 000     0,1664933    0,1141174    true        -31,5 %
466  750 000 000     10              0,2552749    5,4570832    false       2037,7 %
467  750 000 000     25              0,2710972    1,2605227    false       365,0 %
468  750 000 000     50              0,2516093    0,6194984    false       146,2 %
469  750 000 000     75              0,2507444    0,6301593    false       151,3 %
470  750 000 000     100             0,2514767    0,3506347    false       39,4 %
471  750 000 000     250             0,2546788    0,2342322    true        -8,0 %
472  750 000 000     500             0,2519702    0,2223638    true        -11,7 %
473  750 000 000     750             0,2515878    0,1699552    true        -32,4 %
474  750 000 000     1 000           0,2483583    0,1704709    true        -31,4 %
475  750 000 000     2 500           0,2484334    0,1572771    true        -36,7 %
476  750 000 000     5 000           0,2539131    0,1527385    true        -39,8 %
477  750 000 000     7 500           0,2497008    0,1516409    true        -39,3 %
478  750 000 000     10 000          0,2499428    0,1504461    true        -39,8 %
479  750 000 000     25 000          0,2545842    0,1477306    true        -42,0 %
480  750 000 000     50 000          0,2658445    0,1485110    true        -44,1 %
481  750 000 000     75 000          0,2586667    0,1488337    true        -42,5 %
482  750 000 000     100 000         0,2594602    0,1455168    true        -43,9 %
483  750 000 000     250 000         0,2565017    0,1492567    true        -41,8 %
484  750 000 000     500 000         0,2560832    0,1470825    true        -42,6 %
485  750 000 000     750 000         0,2557005    0,1475021    true        -42,3 %
486  750 000 000     1 000 000       0,2592961    0,1469125    true        -43,3 %
487  750 000 000     2 500 000       0,2544318    0,1499944    true        -41,0 %
488  750 000 000     5 000 000       0,2501473    0,1477388    true        -40,9 %
489  750 000 000     7 500 000       0,2487579    0,1461725    true        -41,2 %
490  750 000 000     10 000 000      0,2514682    0,1468044    true        -41,6 %
491  750 000 000     25 000 000      0,2475171    0,1517470    true        -38,7 %
492  750 000 000     50 000 000      0,2475761    0,1482066    true        -40,1 %
493  750 000 000     75 000 000      0,2451948    0,1471899    true        -40,0 %
494  750 000 000     100 000 000     0,2503236    0,1530168    true        -38,9 %
495  750 000 000     250 000 000     0,2479849    0,1750450    true        -29,4 %
496  750 000 000     500 000 000     0,2484300    0,1599083    true        -35,6 %
497  1 000 000 000   10              0,3305385    5,2984844    false       1503,0 %
498  1 000 000 000   25              0,3275619    3,1828715    false       871,7 %
499  1 000 000 000   50              0,3896406    1,8789135    false       382,2 %
500  1 000 000 000   75              0,3735393    0,7988182    false       113,9 %
501  1 000 000 000   100             0,3268142    0,6769355    false       107,1 %
502  1 000 000 000   250             0,3317075    0,2807848    true        -15,4 %
503  1 000 000 000   500             0,3301009    0,2345399    true        -28,9 %
504  1 000 000 000   750             0,3360065    0,2640114    true        -21,4 %
505  1 000 000 000   1 000           0,3282389    0,2208795    true        -32,7 %
506  1 000 000 000   2 500           0,3300393    0,2063077    true        -37,5 %
507  1 000 000 000   5 000           0,3264516    0,2036955    true        -37,6 %
508  1 000 000 000   7 500           0,3307364    0,2088277    true        -36,9 %
509  1 000 000 000   10 000          0,3320358    0,2035178    true        -38,7 %
510  1 000 000 000   25 000          0,3288031    0,2015819    true        -38,7 %
511  1 000 000 000   50 000          0,3306615    0,1980178    true        -40,1 %
512  1 000 000 000   75 000          0,3297266    0,2041816    true        -38,1 %
513  1 000 000 000   100 000         0,3554826    0,1990061    true        -44,0 %
514  1 000 000 000   250 000         0,3256326    0,1986042    true        -39,0 %
515  1 000 000 000   500 000         0,3309909    0,2002350    true        -39,5 %
516  1 000 000 000   750 000         0,3287987    0,1979677    true        -39,8 %
517  1 000 000 000   1 000 000       0,3578598    0,2011006    true        -43,8 %
518  1 000 000 000   2 500 000       0,3313901    0,1969489    true        -40,6 %
519  1 000 000 000   5 000 000       0,3321004    0,1990993    true        -40,0 %
520  1 000 000 000   7 500 000       0,3306395    0,2037485    true        -38,4 %
521  1 000 000 000   10 000 000      0,3304799    0,2004629    true        -39,3 %
522  1 000 000 000   25 000 000      0,3277171    0,1969428    true        -39,9 %
523  1 000 000 000   50 000 000      0,3345709    0,2017427    true        -39,7 %
524  1 000 000 000   75 000 000      0,3327314    0,2014587    true        -39,5 %
525  1 000 000 000   100 000 000     0,3413903    0,1985003    true        -41,9 %
526  1 000 000 000   250 000 000     0,3339273    0,2034609    true        -39,1 %
527  1 000 000 000   500 000 000     0,3299162    0,2308288    true        -30,0 %
528  1 000 000 000   750 000 000     0,3269905    0,2236240    true        -31,6 %
BUILD SUCCESSFUL in 16m 36s
2 actionable tasks: 2 executed
20:10:02: Task execution finished 'Main.main()'.
